vus,p99,p95,avg,reqs,fails
15,398.439252,303.28182560000005,225.67785221921923,333,0
16,596.11220426,494.3635377999999,260.95962430158716,315,0
17,2701.5030597,613.4197499999996,355.5204532636654,311,0
18,1100.6343857,732.4463857499986,288.9887635949366,316,39
19,2297.02359816,2199.5980761,802.6258689685038,127,3
19,5098.6129009999995,4028.9481688999995,1218.7465649999997,115,0
19,998.90483028,830.1920169999987,302.4965400977919,317,13
