vus,p99,p95,avg,reqs,fails
11,496.64035302,270.0560627999999,84.14347948453606,679,0
12,412.5825834,197.021375,73.87940133130323,821,0
13,298.9741025,208.7772291,80.76661850182266,823,0
14,300.23755887,241.03687949999804,81.21356909887635,890,0
15,310.80442332,214.9229169999998,85.53820265328882,897,0
16,497.71547863,307.1637980999997,96.836665975281,890,0
16,499.932249,306.49573300000003,91.92724721232133,909,0
16,578.25676,373.50149645,107.00889327572557,758,0
