vus,p99,p95,avg,reqs,fails
11,581.4825688,302.4043019999998,90.23003550324674,616,0
11,502.91239393999996,206.6020374,86.95030536850392,635,0
12,312.448067,269.3268711999999,81.04118371600002,750,0
13,492.63907188,286.3193497999998,97.7693675804511,665,0
14,513.07420505,404.60557349999993,111.25102446698124,636,0
14,507.82558876999997,393.7270625,98.2057183798342,724,0
14,508.7160548,393.35984425,93.66917719047626,756,0
